score,outcome,period,bucket,n,n_days,n_tickers,mean_bp,median_bp,win_rate,mean_net_bp,win_rate_net,se_cluster,t_vs0,p_vs0
rsi,ret_oc_bp,prior,50-70,325,10,,207.85,106.82,0.6062,179.85,0.5846,42.18,4.93,0.0008
rsi,ret_oc_bp,prior,70-85,20,7,,361.06,443.39,0.8,333.06,0.75,240.54,1.5,0.184
rsi,ret_oc_bp,prior,NA,865,23,,-80.17,-87.24,0.4301,-108.17,0.4058,107.36,-0.75,0.4631
rsi,ret_oc_bp,new,<30,3,3,,1070.61,1065.8,1.0,1042.61,1.0,550.53,1.94,0.1912
rsi,ret_oc_bp,new,30-50,234,13,,56.43,15.29,0.5342,28.43,0.4872,48.84,1.16,0.2704
rsi,ret_oc_bp,new,50-70,487,13,,101.6,29.35,0.5339,73.6,0.501,58.23,1.74,0.1065
rsi,ret_oc_bp,new,70-85,41,13,,227.95,207.16,0.5854,199.95,0.5854,141.27,1.61,0.1326
rsi,ret_oc_bp,new,>85,2,2,,-770.79,-770.79,0.0,-798.79,0.0,410.16,-1.88,0.3113
rsi,ret_oc_bp,new,NA,30,12,,386.95,355.57,0.7333,358.95,0.7333,158.27,2.44,0.0325
rsi,ret_bo_simple_bp,all,<30,5,5,,-480.94,-343.11,0.0,-508.94,0.0,241.35,-1.99,0.1171
rsi,ret_bo_simple_bp,all,30-50,90,22,,50.38,37.43,0.5556,22.38,0.5222,37.44,1.35,0.1928
rsi,ret_bo_simple_bp,all,50-70,151,23,,28.09,-36.77,0.4503,0.09,0.4238,51.68,0.54,0.5921
rsi,ret_bo_simple_bp,all,70-85,13,10,,170.3,-96.76,0.4615,142.3,0.4615,199.56,0.85,0.4156
rsi,ret_bo_simple_bp,all,NA,89,22,,-37.93,45.61,0.5618,-65.93,0.5393,124.39,-0.3,0.7634
rsi,ret_bo_simple_bp,prior,<30,4,4,,-594.39,-374.32,0.0,-622.39,0.0,275.02,-2.16,0.1194
rsi,ret_bo_simple_bp,prior,30-50,45,10,,-13.67,-24.81,0.4667,-41.67,0.4222,54.46,-0.25,0.8075
rsi,ret_bo_simple_bp,prior,50-70,62,10,,125.84,-15.11,0.4677,97.84,0.4355,63.14,1.99,0.0774
rsi,ret_bo_simple_bp,prior,70-85,5,3,,-149.6,-206.08,0.4,-177.6,0.4,107.04,-1.4,0.2971
rsi,ret_bo_simple_bp,prior,NA,81,16,,-54.63,58.64,0.5679,-82.63,0.5556,141.86,-0.39,0.7055
rsi,ret_bo_simple_bp,new,<30,1,1,,-27.15,-27.15,0.0,-55.15,0.0,,,
rsi,ret_bo_simple_bp,new,30-50,45,12,,114.43,80.32,0.6444,86.43,0.6222,43.24,2.65,0.0227
rsi,ret_bo_simple_bp,new,50-70,89,13,,-40.0,-46.37,0.4382,-68.0,0.4157,63.43,-0.63,0.5401
rsi,ret_bo_simple_bp,new,70-85,8,7,,370.24,337.73,0.5,342.24,0.5,282.22,1.31,0.2375
rsi,ret_bo_simple_bp,new,NA,8,6,,131.15,-6.13,0.5,103.15,0.375,84.17,1.56,0.1799
rsi,ret_bo_simple_stoplb_bp,all,<30,5,5,,-298.72,-343.11,0.0,-326.72,0.0,81.91,-3.65,0.0218
rsi,ret_bo_simple_stoplb_bp,all,30-50,90,22,,58.09,37.43,0.5556,30.09,0.5222,34.76,1.67,0.1096
rsi,ret_bo_simple_stoplb_bp,all,50-70,151,23,,65.85,-36.77,0.4503,37.85,0.4238,44.25,1.49,0.1509
rsi,ret_bo_simple_stoplb_bp,all,70-85,13,10,,202.97,-96.76,0.4615,174.97,0.4615,188.35,1.08,0.3092
rsi,ret_bo_simple_stoplb_bp,all,NA,89,22,,55.22,45.61,0.5618,27.22,0.5393,82.42,0.67,0.5102
rsi,ret_bo_simple_stoplb_bp,prior,<30,4,4,,-366.61,-374.32,0.0,-394.61,0.0,59.16,-6.2,0.0085
rsi,ret_bo_simple_stoplb_bp,prior,30-50,45,10,,-3.09,-24.81,0.4667,-31.09,0.4222,50.28,-0.06,0.9523
rsi,ret_bo_simple_stoplb_bp,prior,50-70,62,10,,143.33,-15.11,0.4677,115.33,0.4355,60.62,2.36,0.0423
rsi,ret_bo_simple_stoplb_bp,prior,70-85,5,3,,-146.96,-206.08,0.4,-174.96,0.4,106.44,-1.38,0.3014
rsi,ret_bo_simple_stoplb_bp,prior,NA,81,16,,36.27,58.64,0.5679,8.27,0.5556,94.65,0.38,0.707
rsi,ret_bo_simple_stoplb_bp,new,<30,1,1,,-27.15,-27.15,0.0,-55.15,0.0,,,
rsi,ret_bo_simple_stoplb_bp,new,30-50,45,12,,119.27,80.32,0.6444,91.27,0.6222,40.92,2.91,0.0141
rsi,ret_bo_simple_stoplb_bp,new,50-70,89,13,,11.88,-46.37,0.4382,-16.12,0.4157,50.88,0.23,0.8194
rsi,ret_bo_simple_stoplb_bp,new,70-85,8,7,,421.68,337.73,0.5,393.68,0.5,251.9,1.67,0.1452
rsi,ret_bo_simple_stoplb_bp,new,NA,8,6,,247.06,-6.13,0.5,219.06,0.375,171.97,1.44,0.2103
rsi,ret_bo_simple_stopub_bp,all,<30,5,5,,-500.0,-500.0,0.0,-528.0,0.0,0.0,,
rsi,ret_bo_simple_stopub_bp,all,30-50,90,22,,-389.11,-500.0,0.1222,-417.11,0.1111,32.22,-12.08,0.0
rsi,ret_bo_simple_stopub_bp,all,50-70,151,23,,-346.78,-500.0,0.1391,-374.78,0.1258,29.29,-11.84,0.0
rsi,ret_bo_simple_stopub_bp,all,70-85,13,10,,-327.06,-500.0,0.1538,-355.06,0.1538,134.87,-2.42,0.0383
rsi,ret_bo_simple_stopub_bp,all,NA,89,22,,-397.74,-500.0,0.0899,-425.74,0.0899,27.07,-14.69,0.0
rsi,ret_bo_simple_stopub_bp,prior,<30,4,4,,-500.0,-500.0,0.0,-528.0,0.0,0.0,,
rsi,ret_bo_simple_stopub_bp,prior,30-50,45,10,,-481.47,-500.0,0.0222,-509.47,0.0222,14.64,-32.88,0.0
rsi,ret_bo_simple_stopub_bp,prior,50-70,62,10,,-343.03,-500.0,0.1452,-371.03,0.129,46.95,-7.31,0.0
rsi,ret_bo_simple_stopub_bp,prior,70-85,5,3,,-388.49,-500.0,0.2,-416.49,0.2,102.21,-3.8,0.0628
rsi,ret_bo_simple_stopub_bp,prior,NA,81,16,,-393.64,-500.0,0.0988,-421.64,0.0988,28.87,-13.64,0.0
rsi,ret_bo_simple_stopub_bp,new,<30,1,1,,-500.0,-500.0,0.0,-528.0,0.0,,,
rsi,ret_bo_simple_stopub_bp,new,30-50,45,12,,-296.76,-500.0,0.2222,-324.76,0.2,41.52,-7.15,0.0
rsi,ret_bo_simple_stopub_bp,new,50-70,89,13,,-349.4,-500.0,0.1348,-377.4,0.1236,38.37,-9.11,0.0
rsi,ret_bo_simple_stopub_bp,new,70-85,8,7,,-288.67,-500.0,0.125,-316.67,0.125,217.29,-1.33,0.2323
rsi,ret_bo_simple_stopub_bp,new,NA,8,6,,-439.24,-500.0,0.0,-467.24,0.0,64.45,-6.82,0.001
rsi,ret_bo_live_bp,all,<30,8,7,,-179.3,134.36,0.5,-207.3,0.5,257.33,-0.7,0.512
rsi,ret_bo_live_bp,all,30-50,209,23,,86.92,24.75,0.5407,58.92,0.4833,35.9,2.42,0.0242
rsi,ret_bo_live_bp,all,50-70,325,23,,71.7,9.83,0.5138,43.7,0.4831,36.18,1.98,0.0602
rsi,ret_bo_live_bp,all,70-85,22,15,,175.07,104.49,0.5909,147.07,0.5455,156.1,1.12,0.2809
rsi,ret_bo_live_bp,all,NA,274,26,,-79.05,-38.88,0.4635,-107.05,0.4161,100.95,-0.78,0.441
rsi,ret_bo_live_bp,prior,<30,6,5,,-413.24,-276.95,0.3333,-441.24,0.3333,267.84,-1.54,0.1977
rsi,ret_bo_live_bp,prior,30-50,126,10,,70.38,-0.71,0.4921,42.38,0.4365,52.47,1.34,0.2127
rsi,ret_bo_live_bp,prior,50-70,138,10,,98.99,-0.72,0.5,70.99,0.471,52.46,1.89,0.0918
rsi,ret_bo_live_bp,prior,70-85,9,5,,-76.57,171.97,0.5556,-104.57,0.5556,221.35,-0.35,0.7468
rsi,ret_bo_live_bp,prior,NA,258,18,,-100.68,-48.1,0.4419,-128.68,0.3953,109.94,-0.92,0.3726
rsi,ret_bo_live_bp,new,<30,2,2,,522.52,522.52,1.0,494.52,1.0,199.38,2.62,0.2321
rsi,ret_bo_live_bp,new,30-50,83,13,,112.04,66.94,0.6145,84.04,0.5542,46.7,2.4,0.0336
rsi,ret_bo_live_bp,new,50-70,187,13,,51.55,25.14,0.5241,23.55,0.492,48.62,1.06,0.3099
rsi,ret_bo_live_bp,new,70-85,13,10,,349.28,37.01,0.6154,321.28,0.5385,197.2,1.77,0.1103
rsi,ret_bo_live_bp,new,NA,16,8,,269.75,156.11,0.8125,241.75,0.75,113.52,2.38,0.0491
rsi,ret_bo_live_stoplb_bp,all,<30,8,7,,37.23,134.36,0.5,9.23,0.5,160.61,0.23,0.8244
rsi,ret_bo_live_stoplb_bp,all,30-50,209,23,,98.53,24.75,0.5407,70.53,0.4833,33.21,2.97,0.0071
rsi,ret_bo_live_stoplb_bp,all,50-70,325,23,,96.92,9.83,0.5138,68.92,0.4831,33.45,2.9,0.0084
rsi,ret_bo_live_stoplb_bp,all,70-85,22,15,,277.62,104.49,0.5909,249.62,0.5455,129.28,2.15,0.0498
rsi,ret_bo_live_stoplb_bp,all,NA,274,26,,6.49,-38.88,0.4635,-21.51,0.4161,79.46,0.08,0.9355
rsi,ret_bo_live_stoplb_bp,prior,<30,6,5,,-124.54,-256.99,0.3333,-152.54,0.3333,152.02,-0.82,0.4587
rsi,ret_bo_live_stoplb_bp,prior,30-50,126,10,,81.79,-0.71,0.4921,53.79,0.4365,48.59,1.68,0.1266
rsi,ret_bo_live_stoplb_bp,prior,50-70,138,10,,118.58,-0.72,0.5,90.58,0.471,48.85,2.43,0.0382
rsi,ret_bo_live_stoplb_bp,prior,70-85,9,5,,50.27,171.97,0.5556,22.27,0.5556,137.22,0.37,0.7327
rsi,ret_bo_live_stoplb_bp,prior,NA,258,18,,-9.83,-48.1,0.4419,-37.83,0.3953,86.26,-0.11,0.9106
rsi,ret_bo_live_stoplb_bp,new,<30,2,2,,522.52,522.52,1.0,494.52,1.0,199.38,2.62,0.2321
rsi,ret_bo_live_stoplb_bp,new,30-50,83,13,,123.94,66.94,0.6145,95.94,0.5542,43.19,2.87,0.0141
rsi,ret_bo_live_stoplb_bp,new,50-70,187,13,,80.93,25.14,0.5241,52.93,0.492,45.1,1.79,0.0979
rsi,ret_bo_live_stoplb_bp,new,70-85,13,10,,435.01,37.01,0.6154,407.01,0.5385,173.49,2.51,0.0335
rsi,ret_bo_live_stoplb_bp,new,NA,16,8,,269.75,156.11,0.8125,241.75,0.75,113.52,2.38,0.0491
rsi,ret_bo_live_stopub_bp,all,<30,8,7,,-500.0,-500.0,0.0,-528.0,0.0,0.0,,
rsi,ret_bo_live_stopub_bp,all,30-50,209,23,,-238.6,-500.0,0.2632,-266.6,0.2344,32.77,-7.28,0.0
rsi,ret_bo_live_stopub_bp,all,50-70,325,23,,-199.2,-500.0,0.2708,-227.2,0.2523,42.92,-4.64,0.0001
rsi,ret_bo_live_stopub_bp,all,70-85,22,15,,-219.66,-500.0,0.1818,-247.66,0.1818,143.22,-1.53,0.1474
rsi,ret_bo_live_stopub_bp,all,NA,274,26,,-271.05,-500.0,0.2153,-299.05,0.1898,73.33,-3.7,0.0011
rsi,ret_bo_live_stopub_bp,prior,<30,6,5,,-500.0,-500.0,0.0,-528.0,0.0,0.0,,
rsi,ret_bo_live_stopub_bp,prior,30-50,126,10,,-310.45,-500.0,0.1667,-338.45,0.1508,33.93,-9.15,0.0
rsi,ret_bo_live_stopub_bp,prior,50-70,138,10,,-145.0,-500.0,0.2754,-173.0,0.2681,67.82,-2.14,0.0612
rsi,ret_bo_live_stopub_bp,prior,70-85,9,5,,-302.2,-500.0,0.2222,-330.2,0.2222,144.6,-2.09,0.1048
rsi,ret_bo_live_stopub_bp,prior,NA,258,18,,-293.45,-500.0,0.1899,-321.45,0.1667,78.23,-3.75,0.0016
rsi,ret_bo_live_stopub_bp,new,<30,2,2,,-500.0,-500.0,0.0,-528.0,0.0,0.0,,
rsi,ret_bo_live_stopub_bp,new,30-50,83,13,,-129.54,-121.83,0.4096,-157.54,0.3614,27.69,-4.68,0.0005
rsi,ret_bo_live_stopub_bp,new,50-70,187,13,,-239.19,-500.0,0.2674,-267.19,0.2406,48.97,-4.88,0.0004
rsi,ret_bo_live_stopub_bp,new,70-85,13,10,,-162.52,-500.0,0.1538,-190.52,0.1538,222.63,-0.73,0.484
rsi,ret_bo_live_stopub_bp,new,NA,16,8,,90.07,114.83,0.625,62.07,0.5625,142.69,0.63,0.5479
